match_id,season,team,batsman,runs,balls_faced,fours,sixes,dismissed,strike_rate
183,2017,Punjab Kings,Shikhar Dhawan,61,70,6,3,True,87.14
183,2017,Punjab Kings,Jonny Bairstow,38,59,3,1,False,64.41
183,2017,Punjab Kings,Liam Livingstone,48,69,6,3,True,69.57
183,2017,Punjab Kings,Sam Curran,12,12,1,0,True,100.0
183,2017,Chennai Super Kings,MS Dhoni,21,26,2,0,False,80.77
183,2017,Chennai Super Kings,Ruturaj Gaikwad,85,90,12,7,True,94.44
183,2017,Chennai Super Kings,Devon Conway,22,22,3,1,False,100.0
183,2017,Chennai Super Kings,Ambati Rayudu,49,59,4,4,True,83.05
184,2017,Mumbai Indians,Rohit Sharma,32,32,4,3,True,100.0
184,2017,Mumbai Indians,Ishan Kishan,49,49,6,2,False,100.0
184,2017,Mumbai Indians,Suryakumar Yadav,43,50,6,3,True,86.0
184,2017,Mumbai Indians,Hardik Pandya,48,48,7,4,False,100.0
184,2017,Rajasthan Royals,Jos Buttler,28,33,4,1,True,84.85
184,2017,Rajasthan Royals,Sanju Samson,60,68,10,5,True,88.24
184,2017,Rajasthan Royals,Yashasvi Jaiswal,69,98,8,4,True,70.41
184,2017,Rajasthan Royals,Devdutt Padikkal,83,110,10,9,True,75.45
185,2017,Punjab Kings,Shikhar Dhawan,31,36,3,1,True,86.11
185,2017,Punjab Kings,Jonny Bairstow,59,61,7,2,False,96.72
185,2017,Punjab Kings,Liam Livingstone,33,44,5,3,False,75.0
185,2017,Punjab Kings,Sam Curran,15,25,2,0,True,60.0
185,2017,Sunrisers Hyderabad,Kane Williamson,56,79,9,5,True,70.89
185,2017,Sunrisers Hyderabad,Abhishek Sharma,0,0,0,0,True,0.0
185,2017,Sunrisers Hyderabad,Rahul Tripathi,41,48,3,4,True,85.42
185,2017,Sunrisers Hyderabad,Nicholas Pooran,55,70,6,3,True,78.57
186,2017,Rajasthan Royals,Jos Buttler,81,94,11,9,True,86.17
186,2017,Rajasthan Royals,Sanju Samson,43,53,6,4,True,81.13
186,2017,Rajasthan Royals,Yashasvi Jaiswal,71,80,11,5,True,88.75
186,2017,Rajasthan Royals,Devdutt Padikkal,67,71,10,3,True,94.37
186,2017,Mumbai Indians,Rohit Sharma,30,54,3,3,True,55.56
186,2017,Mumbai Indians,Ishan Kishan,59,69,7,4,True,85.51
186,2017,Mumbai Indians,Suryakumar Yadav,42,64,6,2,True,65.62
186,2017,Mumbai Indians,Hardik Pandya,57,57,6,4,True,100.0
187,2017,Kolkata Knight Riders,Shreyas Iyer,23,32,3,1,True,71.88
187,2017,Kolkata Knight Riders,Venkatesh Iyer,56,63,5,4,True,88.89
187,2017,Kolkata Knight Riders,Andre Russell,49,61,6,3,False,80.33
187,2017,Kolkata Knight Riders,Nitish Rana,7,38,0,0,True,18.42
187,2017,Chennai Super Kings,MS Dhoni,6,6,0,0,False,100.0
187,2017,Chennai Super Kings,Ruturaj Gaikwad,50,53,6,1,False,94.34
187,2017,Chennai Super Kings,Devon Conway,14,14,1,0,True,100.0
187,2017,Chennai Super Kings,Ambati Rayudu,37,46,6,2,True,80.43
188,2017,Delhi Capitals,David Warner,64,88,5,3,False,72.73
188,2017,Delhi Capitals,Prithvi Shaw,18,40,2,0,False,45.0
188,2017,Delhi Capitals,Rishabh Pant,25,25,3,1,True,100.0
188,2017,Delhi Capitals,Axar Patel,30,49,5,3,True,61.22
188,2017,Royal Challengers Bangalore,Virat Kohli,72,74,7,8,True,97.3
188,2017,Royal Challengers Bangalore,Faf du Plessis,68,69,8,7,True,98.55
188,2017,Royal Challengers Bangalore,Glenn Maxwell,41,59,7,1,True,69.49
188,2017,Royal Challengers Bangalore,Dinesh Karthik,42,42,4,1,True,100.0
189,2017,Royal Challengers Bangalore,Virat Kohli,29,29,4,1,False,100.0
189,2017,Royal Challengers Bangalore,Faf du Plessis,25,39,4,0,False,64.1
189,2017,Royal Challengers Bangalore,Glenn Maxwell,25,51,4,1,True,49.02
189,2017,Royal Challengers Bangalore,Dinesh Karthik,0,0,0,0,False,0.0
189,2017,Delhi Capitals,David Warner,20,39,2,1,False,51.28
189,2017,Delhi Capitals,Prithvi Shaw,30,49,3,1,True,61.22
189,2017,Delhi Capitals,Rishabh Pant,46,89,6,5,False,51.69
189,2017,Delhi Capitals,Axar Patel,26,26,3,1,False,100.0
190,2017,Kolkata Knight Riders,Shreyas Iyer,76,80,12,6,True,95.0
190,2017,Kolkata Knight Riders,Venkatesh Iyer,56,66,6,4,False,84.85
190,2017,Kolkata Knight Riders,Andre Russell,56,75,5,3,True,74.67
190,2017,Kolkata Knight Riders,Nitish Rana,25,32,4,2,True,78.12
190,2017,Punjab Kings,Shikhar Dhawan,27,28,3,1,True,96.43
190,2017,Punjab Kings,Jonny Bairstow,7,15,0,0,True,46.67
190,2017,Punjab Kings,Liam Livingstone,21,36,3,1,True,58.33
190,2017,Punjab Kings,Sam Curran,69,83,7,2,True,83.13
191,2017,Rajasthan Royals,Jos Buttler,66,86,7,3,True,76.74
191,2017,Rajasthan Royals,Sanju Samson,41,54,7,3,False,75.93
191,2017,Rajasthan Royals,Yashasvi Jaiswal,51,63,6,4,False,80.95
191,2017,Rajasthan Royals,Devdutt Padikkal,49,53,8,3,True,92.45
191,2017,Chennai Super Kings,MS Dhoni,49,63,7,5,True,77.78
191,2017,Chennai Super Kings,Ruturaj Gaikwad,37,37,4,3,True,100.0
191,2017,Chennai Super Kings,Devon Conway,20,23,2,1,True,86.96
191,2017,Chennai Super Kings,Ambati Rayudu,53,54,4,3,True,98.15
192,2017,Mumbai Indians,Rohit Sharma,37,41,3,3,False,90.24
192,2017,Mumbai Indians,Ishan Kishan,53,62,7,4,False,85.48
192,2017,Mumbai Indians,Suryakumar Yadav,23,23,3,2,False,100.0
192,2017,Mumbai Indians,Hardik Pandya,34,52,6,2,True,65.38
192,2017,Sunrisers Hyderabad,Kane Williamson,21,24,2,1,False,87.5
192,2017,Sunrisers Hyderabad,Abhishek Sharma,92,102,12,8,True,90.2
192,2017,Sunrisers Hyderabad,Rahul Tripathi,53,53,4,4,True,100.0
192,2017,Sunrisers Hyderabad,Nicholas Pooran,40,51,4,4,True,78.43
193,2017,Mumbai Indians,Rohit Sharma,65,81,6,7,True,80.25
193,2017,Mumbai Indians,Ishan Kishan,43,64,4,4,False,67.19
193,2017,Mumbai Indians,Suryakumar Yadav,47,56,4,3,True,83.93
193,2017,Mumbai Indians,Hardik Pandya,23,23,3,0,True,100.0
193,2017,Rajasthan Royals,Jos Buttler,75,93,7,4,True,80.65
193,2017,Rajasthan Royals,Sanju Samson,45,59,6,4,True,76.27
193,2017,Rajasthan Royals,Yashasvi Jaiswal,62,76,7,7,True,81.58
193,2017,Rajasthan Royals,Devdutt Padikkal,54,66,8,5,True,81.82
194,2017,Chennai Super Kings,MS Dhoni,48,48,5,4,False,100.0
194,2017,Chennai Super Kings,Ruturaj Gaikwad,63,84,8,5,True,75.0
194,2017,Chennai Super Kings,Devon Conway,22,34,1,1,True,64.71
194,2017,Chennai Super Kings,Ambati Rayudu,60,62,5,3,True,96.77
194,2017,Delhi Capitals,David Warner,26,35,2,1,False,74.29
194,2017,Delhi Capitals,Prithvi Shaw,62,65,7,3,True,95.38
194,2017,Delhi Capitals,Rishabh Pant,62,65,5,7,True,95.38
194,2017,Delhi Capitals,Axar Patel,50,61,8,3,True,81.97
195,2017,Royal Challengers Bangalore,Virat Kohli,28,28,2,3,True,100.0
195,2017,Royal Challengers Bangalore,Faf du Plessis,65,90,8,5,True,72.22
195,2017,Royal Challengers Bangalore,Glenn Maxwell,1,5,0,0,False,20.0
195,2017,Royal Challengers Bangalore,Dinesh Karthik,47,47,4,3,False,100.0
195,2017,Sunrisers Hyderabad,Kane Williamson,50,52,6,5,True,96.15
195,2017,Sunrisers Hyderabad,Abhishek Sharma,42,47,3,4,False,89.36
195,2017,Sunrisers Hyderabad,Rahul Tripathi,67,79,6,4,True,84.81
195,2017,Sunrisers Hyderabad,Nicholas Pooran,31,38,4,1,True,81.58
196,2017,Punjab Kings,Shikhar Dhawan,43,51,5,3,True,84.31
196,2017,Punjab Kings,Jonny Bairstow,32,42,4,1,False,76.19
196,2017,Punjab Kings,Liam Livingstone,72,76,6,4,True,94.74
196,2017,Punjab Kings,Sam Curran,62,68,8,5,True,91.18
196,2017,Kolkata Knight Riders,Shreyas Iyer,66,78,5,7,True,84.62
196,2017,Kolkata Knight Riders,Venkatesh Iyer,57,74,5,3,True,77.03
196,2017,Kolkata Knight Riders,Andre Russell,35,35,3,2,True,100.0
196,2017,Kolkata Knight Riders,Nitish Rana,15,24,2,1,True,62.5
197,2018,Sunrisers Hyderabad,Kane Williamson,69,77,6,3,True,89.61
197,2018,Sunrisers Hyderabad,Abhishek Sharma,19,19,2,0,True,100.0
197,2018,Sunrisers Hyderabad,Rahul Tripathi,45,48,5,4,True,93.75
197,2018,Sunrisers Hyderabad,Nicholas Pooran,73,94,6,7,True,77.66
197,2018,Royal Challengers Bangalore,Virat Kohli,32,42,4,3,True,76.19
197,2018,Royal Challengers Bangalore,Faf du Plessis,46,46,4,4,True,100.0
197,2018,Royal Challengers Bangalore,Glenn Maxwell,12,15,1,0,False,80.0
197,2018,Royal Challengers Bangalore,Dinesh Karthik,52,67,8,1,True,77.61
198,2018,Rajasthan Royals,Jos Buttler,27,53,4,1,False,50.94
198,2018,Rajasthan Royals,Sanju Samson,21,21,3,1,False,100.0
198,2018,Rajasthan Royals,Yashasvi Jaiswal,0,0,0,0,True,0.0
198,2018,Rajasthan Royals,Devdutt Padikkal,65,82,6,6,True,79.27
198,2018,Delhi Capitals,David Warner,22,25,3,1,False,88.0
198,2018,Delhi Capitals,Prithvi Shaw,30,30,4,3,True,100.0
198,2018,Delhi Capitals,Rishabh Pant,25,38,4,1,False,65.79
198,2018,Delhi Capitals,Axar Patel,38,38,5,2,True,100.0
199,2018,Punjab Kings,Shikhar Dhawan,56,79,5,5,True,70.89
199,2018,Punjab Kings,Jonny Bairstow,52,53,8,3,True,98.11
199,2018,Punjab Kings,Liam Livingstone,42,42,3,4,False,100.0
199,2018,Punjab Kings,Sam Curran,51,81,8,3,True,62.96
199,2018,Chennai Super Kings,MS Dhoni,0,0,0,0,True,0.0
199,2018,Chennai Super Kings,Ruturaj Gaikwad,22,32,3,2,True,68.75
199,2018,Chennai Super Kings,Devon Conway,42,42,5,2,True,100.0
199,2018,Chennai Super Kings,Ambati Rayudu,12,23,0,1,True,52.17
200,2018,Mumbai Indians,Rohit Sharma,27,27,2,1,True,100.0
200,2018,Mumbai Indians,Ishan Kishan,48,56,4,3,False,85.71
200,2018,Mumbai Indians,Suryakumar Yadav,38,45,3,2,False,84.44
200,2018,Mumbai Indians,Hardik Pandya,32,48,5,3,True,66.67
200,2018,Kolkata Knight Riders,Shreyas Iyer,34,47,2,3,False,72.34
200,2018,Kolkata Knight Riders,Venkatesh Iyer,76,83,10,8,True,91.57
200,2018,Kolkata Knight Riders,Andre Russell,15,46,1,1,True,32.61
200,2018,Kolkata Knight Riders,Nitish Rana,52,52,7,2,True,100.0
201,2018,Delhi Capitals,David Warner,17,17,2,0,False,100.0
201,2018,Delhi Capitals,Prithvi Shaw,31,44,4,1,False,70.45
201,2018,Delhi Capitals,Rishabh Pant,5,11,0,0,False,45.45
201,2018,Delhi Capitals,Axar Patel,41,41,4,4,True,100.0
201,2018,Kolkata Knight Riders,Shreyas Iyer,33,51,5,2,False,64.71
201,2018,Kolkata Knight Riders,Venkatesh Iyer,15,26,2,1,True,57.69
201,2018,Kolkata Knight Riders,Andre Russell,3,11,0,0,True,27.27
201,2018,Kolkata Knight Riders,Nitish Rana,40,55,4,3,True,72.73
202,2018,Royal Challengers Bangalore,Virat Kohli,31,31,5,2,True,100.0
202,2018,Royal Challengers Bangalore,Faf du Plessis,34,42,5,1,False,80.95
202,2018,Royal Challengers Bangalore,Glenn Maxwell,28,32,4,2,True,87.5
202,2018,Royal Challengers Bangalore,Dinesh Karthik,43,48,3,1,True,89.58
202,2018,Rajasthan Royals,Jos Buttler,44,51,6,3,True,86.27
202,2018,Rajasthan Royals,Sanju Samson,43,55,5,4,True,78.18
202,2018,Rajasthan Royals,Yashasvi Jaiswal,14,14,1,0,True,100.0
202,2018,Rajasthan Royals,Devdutt Padikkal,59,76,10,3,True,77.63
203,2018,Sunrisers Hyderabad,Kane Williamson,25,25,2,1,True,100.0
203,2018,Sunrisers Hyderabad,Abhishek Sharma,16,25,1,0,True,64.0
203,2018,Sunrisers Hyderabad,Rahul Tripathi,1,8,0,0,True,12.5
203,2018,Sunrisers Hyderabad,Nicholas Pooran,67,83,6,2,True,80.72
203,2018,Punjab Kings,Shikhar Dhawan,78,78,11,5,False,100.0
203,2018,Punjab Kings,Jonny Bairstow,20,45,2,2,False,44.44
203,2018,Punjab Kings,Liam Livingstone,50,57,6,2,True,87.72
203,2018,Punjab Kings,Sam Curran,61,80,10,3,False,76.25
204,2018,Mumbai Indians,Rohit Sharma,38,44,4,2,True,86.36
204,2018,Mumbai Indians,Ishan Kishan,0,16,0,0,True,0.0
204,2018,Mumbai Indians,Suryakumar Yadav,41,44,4,4,False,93.18
204,2018,Mumbai Indians,Hardik Pandya,59,59,4,6,True,100.0
204,2018,Chennai Super Kings,MS Dhoni,30,30,4,2,True,100.0
204,2018,Chennai Super Kings,Ruturaj Gaikwad,71,73,9,3,True,97.26
204,2018,Chennai Super Kings,Devon Conway,55,72,9,5,False,76.39
204,2018,Chennai Super Kings,Ambati Rayudu,62,67,5,5,True,92.54
205,2018,Punjab Kings,Shikhar Dhawan,35,45,5,2,True,77.78
205,2018,Punjab Kings,Jonny Bairstow,22,30,3,0,False,73.33
205,2018,Punjab Kings,Liam Livingstone,45,46,7,1,True,97.83
205,2018,Punjab Kings,Sam Curran,60,60,6,2,True,100.0
205,2018,Royal Challengers Bangalore,Virat Kohli,55,73,9,5,False,75.34
205,2018,Royal Challengers Bangalore,Faf du Plessis,85,113,15,7,True,75.22
205,2018,Royal Challengers Bangalore,Glenn Maxwell,55,68,8,4,True,80.88
205,2018,Royal Challengers Bangalore,Dinesh Karthik,24,38,3,2,True,63.16
206,2018,Mumbai Indians,Rohit Sharma,47,50,4,3,True,94.0
206,2018,Mumbai Indians,Ishan Kishan,31,47,4,2,False,65.96
206,2018,Mumbai Indians,Suryakumar Yadav,43,49,4,1,False,87.76
206,2018,Mumbai Indians,Hardik Pandya,35,50,2,1,True,70.0
206,2018,Kolkata Knight Riders,Shreyas Iyer,30,30,4,3,True,100.0
206,2018,Kolkata Knight Riders,Venkatesh Iyer,63,69,10,3,True,91.3
206,2018,Kolkata Knight Riders,Andre Russell,41,61,3,3,True,67.21
206,2018,Kolkata Knight Riders,Nitish Rana,89,117,14,6,True,76.07
207,2018,Sunrisers Hyderabad,Kane Williamson,96,115,10,8,True,83.48
207,2018,Sunrisers Hyderabad,Abhishek Sharma,51,60,5,3,True,85.0
207,2018,Sunrisers Hyderabad,Rahul Tripathi,51,70,5,5,True,72.86
207,2018,Sunrisers Hyderabad,Nicholas Pooran,12,20,1,1,True,60.0
207,2018,Rajasthan Royals,Jos Buttler,39,42,3,3,True,92.86
207,2018,Rajasthan Royals,Sanju Samson,43,43,4,3,False,100.0
207,2018,Rajasthan Royals,Yashasvi Jaiswal,37,53,3,4,True,69.81
207,2018,Rajasthan Royals,Devdutt Padikkal,47,59,8,2,True,79.66
208,2018,Delhi Capitals,David Warner,36,52,3,3,True,69.23
208,2018,Delhi Capitals,Prithvi Shaw,53,58,5,3,True,91.38
208,2018,Delhi Capitals,Rishabh Pant,53,76,5,3,False,69.74
208,2018,Delhi Capitals,Axar Patel,37,47,5,3,True,78.72
208,2018,Chennai Super Kings,MS Dhoni,51,74,6,3,False,68.92
208,2018,Chennai Super Kings,Ruturaj Gaikwad,67,98,6,2,False,68.37
208,2018,Chennai Super Kings,Devon Conway,31,31,2,3,True,100.0
208,2018,Chennai Super Kings,Ambati Rayudu,38,47,6,3,True,80.85
209,2018,Delhi Capitals,David Warner,22,25,3,2,False,88.0
209,2018,Delhi Capitals,Prithvi Shaw,45,65,6,4,True,69.23
209,2018,Delhi Capitals,Rishabh Pant,41,41,6,3,True,100.0
209,2018,Delhi Capitals,Axar Patel,75,79,6,3,False,94.94
209,2018,Mumbai Indians,Rohit Sharma,75,94,9,7,True,79.79
209,2018,Mumbai Indians,Ishan Kishan,64,67,7,7,True,95.52
209,2018,Mumbai Indians,Suryakumar Yadav,63,69,7,7,True,91.3
209,2018,Mumbai Indians,Hardik Pandya,46,71,4,2,True,64.79
210,2018,Rajasthan Royals,Jos Buttler,33,39,5,2,True,84.62
210,2018,Rajasthan Royals,Sanju Samson,12,34,2,0,True,35.29
210,2018,Rajasthan Royals,Yashasvi Jaiswal,73,79,6,7,True,92.41
210,2018,Rajasthan Royals,Devdutt Padikkal,54,63,9,3,False,85.71
210,2018,Sunrisers Hyderabad,Kane Williamson,44,64,4,3,True,68.75
210,2018,Sunrisers Hyderabad,Abhishek Sharma,21,22,2,0,True,95.45
210,2018,Sunrisers Hyderabad,Rahul Tripathi,8,8,1,0,False,100.0
210,2018,Sunrisers Hyderabad,Nicholas Pooran,72,89,7,8,True,80.9
211,2018,Royal Challengers Bangalore,Virat Kohli,35,35,4,3,True,100.0
211,2018,Royal Challengers Bangalore,Faf du Plessis,0,0,0,0,False,0.0
211,2018,Royal Challengers Bangalore,Glenn Maxwell,47,59,5,2,False,79.66
211,2018,Royal Challengers Bangalore,Dinesh Karthik,47,77,7,3,False,61.04
211,2018,Punjab Kings,Shikhar Dhawan,48,60,6,1,True,80.0
211,2018,Punjab Kings,Jonny Bairstow,20,20,3,2,True,100.0
211,2018,Punjab Kings,Liam Livingstone,55,59,6,4,True,93.22
211,2018,Punjab Kings,Sam Curran,59,62,5,6,True,95.16
212,2018,Kolkata Knight Riders,Shreyas Iyer,54,61,7,2,True,88.52
212,2018,Kolkata Knight Riders,Venkatesh Iyer,31,39,3,1,True,79.49
212,2018,Kolkata Knight Riders,Andre Russell,66,80,9,3,True,82.5
212,2018,Kolkata Knight Riders,Nitish Rana,50,61,7,5,False,81.97
212,2018,Chennai Super Kings,MS Dhoni,79,114,6,5,True,69.3
212,2018,Chennai Super Kings,Ruturaj Gaikwad,49,66,5,3,False,74.24
212,2018,Chennai Super Kings,Devon Conway,20,20,1,1,False,100.0
212,2018,Chennai Super Kings,Ambati Rayudu,68,74,9,4,True,91.89
213,2018,Sunrisers Hyderabad,Kane Williamson,49,67,4,2,True,73.13
213,2018,Sunrisers Hyderabad,Abhishek Sharma,69,87,6,7,True,79.31
213,2018,Sunrisers Hyderabad,Rahul Tripathi,36,36,5,4,True,100.0
213,2018,Sunrisers Hyderabad,Nicholas Pooran,70,91,11,2,False,76.92
213,2018,Kolkata Knight Riders,Shreyas Iyer,0,0,0,0,True,0.0
213,2018,Kolkata Knight Riders,Venkatesh Iyer,50,65,7,4,True,76.92
213,2018,Kolkata Knight Riders,Andre Russell,39,49,3,4,True,79.59
213,2018,Kolkata Knight Riders,Nitish Rana,45,50,5,4,True,90.0
214,2018,Chennai Super Kings,MS Dhoni,10,15,1,1,True,66.67
214,2018,Chennai Super Kings,Ruturaj Gaikwad,18,35,1,2,True,51.43
214,2018,Chennai Super Kings,Devon Conway,34,46,3,2,True,73.91
214,2018,Chennai Super Kings,Ambati Rayudu,32,37,4,2,True,86.49
214,2018,Delhi Capitals,David Warner,30,55,5,1,True,54.55
214,2018,Delhi Capitals,Prithvi Shaw,40,51,5,1,True,78.43
214,2018,Delhi Capitals,Rishabh Pant,14,32,2,1,False,43.75
214,2018,Delhi Capitals,Axar Patel,58,64,6,2,True,90.62
215,2018,Punjab Kings,Shikhar Dhawan,41,51,6,4,True,80.39
215,2018,Punjab Kings,Jonny Bairstow,22,22,3,1,False,100.0
215,2018,Punjab Kings,Liam Livingstone,62,93,7,3,True,66.67
215,2018,Punjab Kings,Sam Curran,77,79,8,2,True,97.47
215,2018,Royal Challengers Bangalore,Virat Kohli,31,31,4,2,True,100.0
215,2018,Royal Challengers Bangalore,Faf du Plessis,52,62,8,3,True,83.87
215,2018,Royal Challengers Bangalore,Glenn Maxwell,40,45,4,2,True,88.89
215,2018,Royal Challengers Bangalore,Dinesh Karthik,40,59,5,1,True,67.8
216,2018,Mumbai Indians,Rohit Sharma,37,43,3,2,False,86.05
216,2018,Mumbai Indians,Ishan Kishan,62,62,10,6,True,100.0
216,2018,Mumbai Indians,Suryakumar Yadav,48,55,7,5,True,87.27
216,2018,Mumbai Indians,Hardik Pandya,23,23,2,0,True,100.0
216,2018,Rajasthan Royals,Jos Buttler,32,33,3,2,True,96.97
216,2018,Rajasthan Royals,Sanju Samson,41,55,3,3,True,74.55
216,2018,Rajasthan Royals,Yashasvi Jaiswal,18,30,2,1,False,60.0
216,2018,Rajasthan Royals,Devdutt Padikkal,27,27,3,3,False,100.0
217,2018,Delhi Capitals,David Warner,49,58,6,4,True,84.48
217,2018,Delhi Capitals,Prithvi Shaw,67,67,5,3,True,100.0
217,2018,Delhi Capitals,Rishabh Pant,43,48,5,2,True,89.58
217,2018,Delhi Capitals,Axar Patel,27,36,3,2,True,75.0
217,2018,Kolkata Knight Riders,Shreyas Iyer,56,62,7,3,True,90.32
217,2018,Kolkata Knight Riders,Venkatesh Iyer,0,0,0,0,False,0.0
217,2018,Kolkata Knight Riders,Andre Russell,58,65,9,6,True,89.23
217,2018,Kolkata Knight Riders,Nitish Rana,56,81,6,6,True,69.14
218,2018,Chennai Super Kings,MS Dhoni,29,31,3,3,True,93.55
218,2018,Chennai Super Kings,Ruturaj Gaikwad,28,28,3,2,False,100.0
218,2018,Chennai Super Kings,Devon Conway,37,53,5,1,True,69.81
218,2018,Chennai Super Kings,Ambati Rayudu,29,29,4,1,True,100.0
218,2018,Mumbai Indians,Rohit Sharma,36,49,5,4,True,73.47
218,2018,Mumbai Indians,Ishan Kishan,29,29,2,1,False,100.0
218,2018,Mumbai Indians,Suryakumar Yadav,54,74,4,5,True,72.97
218,2018,Mumbai Indians,Hardik Pandya,14,23,1,1,True,60.87
219,2018,Sunrisers Hyderabad,Kane Williamson,34,34,5,1,True,100.0
219,2018,Sunrisers Hyderabad,Abhishek Sharma,31,31,3,1,True,100.0
219,2018,Sunrisers Hyderabad,Rahul Tripathi,43,45,3,1,True,95.56
219,2018,Sunrisers Hyderabad,Nicholas Pooran,28,29,2,2,True,96.55
219,2018,Royal Challengers Bangalore,Virat Kohli,25,40,4,2,True,62.5
219,2018,Royal Challengers Bangalore,Faf du Plessis,50,65,5,3,False,76.92
219,2018,Royal Challengers Bangalore,Glenn Maxwell,65,75,10,7,True,86.67
219,2018,Royal Challengers Bangalore,Dinesh Karthik,43,43,6,1,True,100.0
220,2018,Rajasthan Royals,Jos Buttler,13,35,1,1,True,37.14
220,2018,Rajasthan Royals,Sanju Samson,28,34,4,3,False,82.35
220,2018,Rajasthan Royals,Yashasvi Jaiswal,43,43,7,4,False,100.0
220,2018,Rajasthan Royals,Devdutt Padikkal,59,59,9,3,True,100.0
220,2018,Punjab Kings,Shikhar Dhawan,33,37,4,3,True,89.19
220,2018,Punjab Kings,Jonny Bairstow,52,52,8,5,False,100.0
220,2018,Punjab Kings,Liam Livingstone,66,68,10,4,True,97.06
220,2018,Punjab Kings,Sam Curran,21,28,2,1,True,75.0
221,2018,Royal Challengers Bangalore,Virat Kohli,10,23,1,0,False,43.48
221,2018,Royal Challengers Bangalore,Faf du Plessis,36,36,4,2,False,100.0
221,2018,Royal Challengers Bangalore,Glenn Maxwell,60,84,7,2,True,71.43
221,2018,Royal Challengers Bangalore,Dinesh Karthik,24,36,2,1,False,66.67
221,2018,Punjab Kings,Shikhar Dhawan,62,69,10,3,True,89.86
221,2018,Punjab Kings,Jonny Bairstow,50,55,5,4,True,90.91
221,2018,Punjab Kings,Liam Livingstone,29,30,4,1,True,96.67
221,2018,Punjab Kings,Sam Curran,34,40,3,1,False,85.0
222,2018,Mumbai Indians,Rohit Sharma,25,25,2,1,True,100.0
222,2018,Mumbai Indians,Ishan Kishan,53,54,4,2,False,98.15
222,2018,Mumbai Indians,Suryakumar Yadav,37,53,3,3,True,69.81
222,2018,Mumbai Indians,Hardik Pandya,49,49,8,4,True,100.0
222,2018,Kolkata Knight Riders,Shreyas Iyer,16,16,2,1,True,100.0
222,2018,Kolkata Knight Riders,Venkatesh Iyer,40,59,4,1,True,67.8
222,2018,Kolkata Knight Riders,Andre Russell,54,75,5,2,True,72.0
222,2018,Kolkata Knight Riders,Nitish Rana,19,19,3,1,True,100.0
223,2018,Rajasthan Royals,Jos Buttler,54,63,6,4,True,85.71
223,2018,Rajasthan Royals,Sanju Samson,61,65,8,6,True,93.85
223,2018,Rajasthan Royals,Yashasvi Jaiswal,44,63,7,5,True,69.84
223,2018,Rajasthan Royals,Devdutt Padikkal,56,56,4,5,True,100.0
223,2018,Chennai Super Kings,MS Dhoni,57,58,8,5,True,98.28
223,2018,Chennai Super Kings,Ruturaj Gaikwad,73,88,6,4,True,82.95
223,2018,Chennai Super Kings,Devon Conway,52,55,8,2,True,94.55
223,2018,Chennai Super Kings,Ambati Rayudu,24,49,3,0,True,48.98
224,2018,Delhi Capitals,David Warner,46,54,7,2,True,85.19
224,2018,Delhi Capitals,Prithvi Shaw,64,64,9,6,True,100.0
224,2018,Delhi Capitals,Rishabh Pant,38,58,3,3,False,65.52
224,2018,Delhi Capitals,Axar Patel,49,72,7,5,True,68.06
224,2018,Sunrisers Hyderabad,Kane Williamson,58,58,8,6,True,100.0
224,2018,Sunrisers Hyderabad,Abhishek Sharma,8,8,1,0,True,100.0
224,2018,Sunrisers Hyderabad,Rahul Tripathi,22,45,3,0,True,48.89
224,2018,Sunrisers Hyderabad,Nicholas Pooran,0,7,0,0,True,0.0
225,2019,Delhi Capitals,David Warner,76,102,10,4,True,74.51
225,2019,Delhi Capitals,Prithvi Shaw,19,27,1,2,True,70.37
225,2019,Delhi Capitals,Rishabh Pant,22,43,2,2,False,51.16
225,2019,Delhi Capitals,Axar Patel,55,61,8,3,True,90.16
225,2019,Punjab Kings,Shikhar Dhawan,35,45,5,1,True,77.78
225,2019,Punjab Kings,Jonny Bairstow,24,44,3,2,True,54.55
225,2019,Punjab Kings,Liam Livingstone,26,34,2,1,True,76.47
225,2019,Punjab Kings,Sam Curran,63,92,6,6,True,68.48
226,2019,Chennai Super Kings,MS Dhoni,36,39,3,2,False,92.31
226,2019,Chennai Super Kings,Ruturaj Gaikwad,31,39,5,2,False,79.49
226,2019,Chennai Super Kings,Devon Conway,28,38,3,2,True,73.68
226,2019,Chennai Super Kings,Ambati Rayudu,38,38,4,1,True,100.0
226,2019,Mumbai Indians,Rohit Sharma,27,27,3,2,False,100.0
226,2019,Mumbai Indians,Ishan Kishan,7,23,1,0,False,30.43
226,2019,Mumbai Indians,Suryakumar Yadav,11,27,0,0,True,40.74
226,2019,Mumbai Indians,Hardik Pandya,60,60,9,2,True,100.0
227,2019,Royal Challengers Bangalore,Virat Kohli,28,33,3,3,True,84.85
227,2019,Royal Challengers Bangalore,Faf du Plessis,32,36,4,2,True,88.89
227,2019,Royal Challengers Bangalore,Glenn Maxwell,0,4,0,0,False,0.0
227,2019,Royal Challengers Bangalore,Dinesh Karthik,15,25,1,1,True,60.0
227,2019,Rajasthan Royals,Jos Buttler,22,37,3,0,False,59.46
227,2019,Rajasthan Royals,Sanju Samson,46,64,5,2,True,71.88
227,2019,Rajasthan Royals,Yashasvi Jaiswal,48,57,8,4,True,84.21
227,2019,Rajasthan Royals,Devdutt Padikkal,79,93,7,4,True,84.95
228,2019,Kolkata Knight Riders,Shreyas Iyer,48,48,7,3,True,100.0
